,idmb_id,plot,SentimentScore Military,OverallSentiment Military,SentimentScore Army,OverallSentiment Army,SentimentScore AirForce,OverallSentiment AirForce,SentimentScore Navy,OverallSentiment Navy,SentimentScore War,OverallSentiment War,SentimentScore Marine,OverallSentiment Marine
254,tt0044633,francis the talking mule gets his owner in and out of trouble while he is taking basic training at west point.,"[0.26272714, 0.7095379, 0.027734939]",1,"[0.24475357, 0.7206495, 0.034596916]",1,"[0.46116668, 0.42411384, 0.11471948]",0,"[0.22342837, 0.72382075, 0.05275088]",1,"[0.68548477, 0.27573904, 0.038776197]",0,"[0.4311436, 0.46766979, 0.1011866]",1
255,tt0048092,a story following lieutenant peter stirling donald o'connor and his dream of being in the navy.,"[0.6504547, 0.20996392, 0.13958141]",0,"[0.6120634, 0.2997535, 0.08818316]",0,"[0.5986227, 0.23784451, 0.16353284]",0,"[0.17170534, 0.027365418, 0.80092925]",2,"[0.93827564, 0.024606146, 0.037118226]",0,"[0.6766858, 0.051979303, 0.2713349]",0
256,tt0046995,"on arrival at fort chase, ex soldier peter stirling, recalled to active duty, is re united with his old pal francis the talking mule. gradually, it dawns on peter that a clerical error has assigned him to an all female wac base, where broad slapstick is the order of the day and francis has more horse sense than any of the human officers. too innocent to appreciate the pleasant aspects of his predicament, peter ends by helping the enemy in a war game battle of the sexes.","[0.42978194, 0.39819813, 0.17201994]",0,"[0.470908, 0.4144142, 0.11467777]",0,"[0.36406636, 0.4678194, 0.16811426]",1,"[0.37581196, 0.4871196, 0.13706845]",1,"[0.8732286, 0.011374556, 0.11539684]",0,"[0.47050893, 0.3850025, 0.14448857]",0
257,tt0051640,"a nazi's fiancee helps an escaped u.s. soldier, then meets him in postwar berlin.","[0.7349821, 0.24742015, 0.017597746]",0,"[0.71214443, 0.26765022, 0.020205408]",0,"[0.7995049, 0.13277595, 0.067719184]",0,"[0.52695775, 0.45773086, 0.015311331]",0,"[0.99128354, 0.0026821364, 0.006034333]",0,"[0.9503083, 0.037407037, 0.012284651]",0
258,tt0043565,"world war ii drama in which richard widmark, as lt. cmdr. john lawrence, replaces the popular commanding officer of a group of underwater demolition divers. a crew of fiercely independent studs who hang their proverbial hats in davy jones' locker. the martinet lawrence tightens the discipline of the unit, making him mucho unpopular with the macho frogmen. finally, lawrence proves himself as more than just a stuffed white shirt, showing he has the cojones to keep up with their peculiar brand of the jones, becoming one of the team by fearlessly defusing a live torpedo at the risk of his own life.","[0.34906346, 0.46741703, 0.18351948]",1,"[0.29475015, 0.60608417, 0.099165626]",1,"[0.3178806, 0.5233414, 0.15877792]",1,"[0.30994377, 0.50381756, 0.18623874]",1,"[0.53819907, 0.06798975, 0.3938112]",0,"[0.46247372, 0.36367556, 0.17385074]",0
259,tt1379362,with a documentary film crew watching their every step nasa prepares for the apollo 7 mission.,"[0.83242506, 0.10631206, 0.061262883]",0,"[0.6285384, 0.33551386, 0.03594767]",0,"[0.62831813, 0.2211789, 0.15050296]",0,"[0.68381006, 0.21988508, 0.09630491]",0,"[0.8963776, 0.05943262, 0.044189755]",0,"[0.8427506, 0.030824514, 0.12642488]",0
260,tt0045793,"it's 1941. robert e. lee prewitt has requested army transfer and has ended up at schofield in hawaii. his new captain, dana holmes, has heard of his boxing prowess and is keen to get him to represent the company. however, 'prew' is adamant that he doesn't box anymore, so captain holmes gets his subordinates to make his life a living hell. meanwhile sergeant warden starts seeing the captain's wife, who has a history of seeking external relief from a troubled marriage. prew's friend maggio has a few altercations with the sadistic stockade sergeant 'fatso' judson, and prew begins falling in love with social club employee lorene. unbeknownst to anyone, the japanese bombing of pearl harbor looms in the distance.","[0.6492317, 0.27384067, 0.07692768]",0,"[0.79985446, 0.13382326, 0.066322245]",0,"[0.41427848, 0.48436362, 0.10135798]",1,"[0.5270034, 0.35798088, 0.11501578]",0,"[0.8470495, 0.09905526, 0.053895257]",0,"[0.5947435, 0.1834708, 0.22178575]",0
261,tt0093058,"a two segment look at the effect of the military mindset and war itself on vietnam era marines. the first half follows a group of recruits in boot camp under the command of the punishing gunnery sergeant hartman. the second half shows one of those recruits, joker, covering the war as a correspondent for stars and stripes, focusing on the tet offensive.","[0.8736148, 0.104276784, 0.022108462]",0,"[0.8095556, 0.17543998, 0.0150044635]",0,"[0.7234984, 0.26196378, 0.014537848]",0,"[0.7708707, 0.2125207, 0.016608605]",0,"[0.98094785, 0.00996809, 0.009083989]",0,"[0.8319035, 0.1518112, 0.01628527]",0
262,tt0119173,"when a crusading chairperson of the military budget committee pressures the would be navy secretary to begin full gender integration of the service, he offers the chance for a test case for a female trainee in the us navy's elite seal or c.r.t. selection program. lt. jordan o'neill is given the assignment, but no one expects her to succeed in an inhumanly punishing regime that has a standard 60 percent dropout rate for men. however, o'neill is determined to prove everyone wrong.","[0.3387472, 0.3167507, 0.3445021]",2,"[0.22489281, 0.6896036, 0.08550362]",1,"[0.20993574, 0.62752223, 0.16254206]",1,"[0.36923712, 0.17604493, 0.45471796]",2,"[0.4587753, 0.47183463, 0.0693901]",1,"[0.2817501, 0.5636099, 0.15463999]",1
263,tt0053849,"the gallant hours depicts the crucial five week period in october november 1942 after admiral halsey took command of the beleaguered american forces in the south pacific area. that period of combat became a turning point in the struggle against the japanese empire during the world war ii. the story is told in flashback, framed by halsey's ceremony of going on inactive duty in 1947.","[0.47096682, 0.500376, 0.028657246]",1,"[0.42340586, 0.5542432, 0.022350928]",1,"[0.42190242, 0.52095944, 0.05713814]",1,"[0.42390573, 0.5254326, 0.05066177]",1,"[0.8891696, 0.022165764, 0.088664606]",0,"[0.7512083, 0.20212059, 0.04667108]",0
264,tt0093073,"in the late 60s, during the vietnam war, the idealistic soldier jackie willow arrives at fort meyer expecting to go to the academy and then to the vietnam war. jackie is the son of a veteran sergeant and soon he becomes the protégé of the former friends of his father, sergeant clell hazard and sergeant major 'goody' nelson. jackie is promoted and gets married with his childhood friend rachel feld, to recommend jackie to the academy. he is promoted to lieutenant and asks to go to the vietnam, returning to the arlington national cemetery.","[0.8210302, 0.14775927, 0.031210555]",0,"[0.65961707, 0.3083787, 0.032004245]",0,"[0.6851055, 0.24788171, 0.06701279]",0,"[0.6778981, 0.2829048, 0.039197154]",0,"[0.9827612, 0.0040298332, 0.013208987]",0,"[0.81435364, 0.14890182, 0.036744565]",0
265,tt0057090,"rock hudson plays an air force colonel who has just been re assigned as a cold war b commander who must shape up his men to pass a grueling inspection that the previous commander had failed, and had been fired for. he is also recently married, and as a tough commanding officer doing whatever he has to do to shape his men up, his wife sees a side to him that she hadn't seen before.","[0.4174005, 0.57057995, 0.012019555]",1,"[0.352031, 0.6379014, 0.010067653]",1,"[0.4647888, 0.5002761, 0.034935206]",1,"[0.31623802, 0.665709, 0.018052926]",1,"[0.8197485, 0.12840827, 0.051843222]",0,"[0.41909772, 0.5707429, 0.010159456]",1
266,tt0144214,"the naked corpse of captain elisabeth campbell, daughter of lieutenant general fighting joe campbell, is found staked out on the urban warfare range of fort maccallum. army cid detectives and ex lovers paul brenner and sara sunhill are called in to investigate, and find themselves wrapped up in a maelstrom of sexual impropriety and misguided face saving.","[0.21050736, 0.7684474, 0.02104524]",1,"[0.4063154, 0.571869, 0.021815572]",1,"[0.31693432, 0.6568124, 0.026253246]",1,"[0.279784, 0.66708577, 0.053130265]",1,"[0.94539964, 0.049222756, 0.0053775986]",0,"[0.29186493, 0.6957654, 0.012369704]",1
267,tt0086720,the early life and career of the american general and president through his participation in the revolutionary war.,"[0.40054622, 0.049646236, 0.54980755]",2,"[0.6004475, 0.06990719, 0.32964534]",0,"[0.36288357, 0.060446322, 0.5766701]",2,"[0.5081348, 0.27146104, 0.22040418]",0,"[0.6272182, 0.009458399, 0.36332342]",0,"[0.21471238, 0.011861958, 0.77342564]",2
268,tt0053848,"tulsa is a specialist in the us army stationed in germany. he loves to sing and has dreams to run his own nightclub when he leaves the army....but dreams don't come cheap. tulsa places a bet with his friend dynamite that he can spend the night with a club dancer named lili, who is rumored to be hard to get. when dynamite gets transferred, tulsa is brought in to take his place. he is not looking forward to it, but in order to keep his money, he must go through with it.","[0.46606463, 0.44602433, 0.087910965]",0,"[0.65631455, 0.03282931, 0.3108562]",0,"[0.4010851, 0.5463136, 0.05260133]",1,"[0.16636907, 0.80100995, 0.03262099]",1,"[0.7669479, 0.16222382, 0.070828274]",0,"[0.48280266, 0.4736596, 0.043537762]",0
269,tt0049261,"texan rancher bick benedict visits a maryland farm to buy a prize horse. whilst there he meets and falls in love with the owner's daughter leslie, they are married immediately and return to his ranch. the story of their family and its rivalry with cowboy and later oil tycoon jett rink unfolds across two generations.","[0.4835688, 0.4738492, 0.042582005]",0,"[0.40452653, 0.5649786, 0.030494893]",1,"[0.5513465, 0.3343463, 0.114307225]",0,"[0.28805843, 0.63559014, 0.07635145]",1,"[0.77611494, 0.14636649, 0.07751858]",0,"[0.64417315, 0.2907996, 0.06502733]",0
270,tt0049264,"college students andy shaeffer and susan daniels are pinned. while susan works hard to put herself through college, andy sponges off his parents, his mother, madeline shaeffer, who in particular will give him whatever he wants. in other words, andy is a mama's boy, which he doesn't really realize. andy and susan have used the word love to describe their relationship, but susan isn't sure if that's what they are really feeling for each other or if it is solely a loveless passion. and if it is love, she isn't sure their relationship can survive without andy taking some ownership of his life. the near end of their relationship, initiated by susan, leads to andy starting to flunk out of college, which in turn makes andy a prime candidate to be drafted. during basic training at camp ord, california, andy makes it clear to his superiors and his fellow privates that he doesn't want to be there and will do only what is requested of him without any extra effort. his superiors and fellow privates in turn see that andy's privileged life has not done him any favors, especially after mrs. shaeffer makes a visit to the camp. but after it looks like andy may be a lost cause, his superiors make a bold move to try and turn him into a man.","[0.5537549, 0.4231468, 0.023098253]",0,"[0.4963457, 0.48298585, 0.020668453]",0,"[0.5849215, 0.38086465, 0.03421384]",0,"[0.46755588, 0.5078899, 0.024554195]",1,"[0.5177966, 0.4681843, 0.014019112]",0,"[0.6191887, 0.34876165, 0.032049663]",0
271,tt0045819,"in the spring of 1945, world war ii is coming to a close. roger halyard, a dignified, strait laced englishmen, lives on a south sea atoll with his three daughters, gloria, hester and violet, along with the housekeeper, thelma, who has raised the girls since childhood. other than their father, the girls have never seen another man. halyard is informed that 1500 u.s. marines will soon arrive to establish an air base on the island. halyard is rather apprehensive over the prospect of his daughters, who have never met another man, being thrown together with 1500 marines who haven't seen a woman in months.","[0.4874431, 0.48716024, 0.025396688]",0,"[0.44775575, 0.5353542, 0.01689008]",1,"[0.511366, 0.46272734, 0.025906697]",0,"[0.44403863, 0.5277791, 0.028182276]",1,"[0.8897965, 0.076677166, 0.033526376]",0,"[0.46621725, 0.51426405, 0.019518763]",1
272,tt0047030,"the unemployed trombone player glenn miller is always broken, chasing his sound to form his band and hocking his instrument in the pawn house to survive. when his friend chummy macgregor is hired to play in the band of ben pollack, the band leader listens to one glenn's composition and invites him to join his band. while traveling to new york, glenn visits his former girlfriend helen berger, in boulder, colorado, and asks her to wait for him. two years later he quits the band and proposes helen that moves to new york to marry him. after the success of moonlight serenade, glenn miller's band becomes worldwide known and glenn and helen and their two children have a very comfortable life. duting the world war ii, glenn enlists in the army and travels to europe to increase the moral of the allied troops. in the christmas of 1944, he travels from london to paris for a concert to be broadcast; however his plane is never found in the tragic flight.","[0.38108885, 0.561811, 0.05710021]",1,"[0.7520199, 0.13194679, 0.11603335]",0,"[0.42230228, 0.49511766, 0.082580045]",1,"[0.449462, 0.47870517, 0.07183288]",1,"[0.83943033, 0.048434347, 0.11213523]",0,"[0.5340743, 0.38691488, 0.07901084]",0
273,tt0045827,during the korean war lt. sam pryor volunteers his platoon to escort greek troops to perform a reconnaissance mission behind communist lines. due to his greek heritage pryor is initially proud to accompany the greek contingent but his feelings change to scorn and mistrust when what he believes is cowardice shown by the greek soldiers and their leaders results in the near annihiliation of his own platoon. an uneasy alliance is maintained between the us and greek troops as the enemy's true objective is learned.,"[0.6660487, 0.17012186, 0.16382945]",0,"[0.6142481, 0.26523954, 0.12051235]",0,"[0.51925975, 0.32862455, 0.15211572]",0,"[0.5382412, 0.3392959, 0.1224629]",0,"[0.9861754, 0.0056739836, 0.008150606]",0,"[0.64137846, 0.2767768, 0.08184479]",0
